1;0.99606;0.86186;;;-7.20E+00;-6.24E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418
1.25;1.2498;1.0773;;;-7.10E+00;-6.15E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809
1.5;1.4998;1.2954;;;-7.00E+00;-6.06E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201
1.75;1.7497;1.5095;;;-6.90E+00;-5.98E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593
2;1.9997;1.7311;;;-6.80E+00;-5.89E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984
2.5;2.5052;2.1587;;;-6.70E+00;-5.80E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376
3;3.0084;2.5998;;;-6.60E+00;-5.72E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768
4;4.0112;3.4698;;;-6.50E+00;-5.63E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159
5;5.0141;4.3195;;;-6.40E+00;-5.54E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551
6;6.0169;5.2097;;;-6.30E+00;-5.46E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943
7;7.0306;6.0695;;;-6.20E+00;-5.37E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335
8;8.0225;6.9395;;;-6.10E+00;-5.28E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726
9;9.033;7.798;;;-6.00E+00;-5.20E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118
;;;;;-5.90E+00;-5.11E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509
;;;;;-5.80E+00;-5.02E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901
;;;;;-5.70E+00;-4.94E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293
;;;;;-5.60E+00;-4.85E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685
;;;;;-5.50E+00;-4.76E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076
;;;;;-5.40E+00;-4.68E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468
;;;;;-5.30E+00;-4.59E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986
;;;;;-5.20E+00;-4.50E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986,-4.503252
;;;;;-5.10E+00;-4.42E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986,-4.503252,-4.416643
;;;;;-5.00E+00;-4.33E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986,-4.503252,-4.416643,-4.330035
;;;;;-4.90E+00;-4.24E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986,-4.503252,-4.416643,-4.330035,-4.243427
;;;;;-4.80E+00;-4.16E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986,-4.503252,-4.416643,-4.330035,-4.243427,-4.156818
;;;;;-4.70E+00;-4.07E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986,-4.503252,-4.416643,-4.330035,-4.243427,-4.156818,-4.07021
;;;;;-4.60E+00;-3.98E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986,-4.503252,-4.416643,-4.330035,-4.243427,-4.156818,-4.07021,-3.983602
;;;;;-4.50E+00;-3.90E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,-5.60000000000001,-5.50000000000001,-5.40000000000001,-5.30000000000001,-5.20000000000001,-5.10000000000001,-5.00000000000001,-4.90000000000001,-4.80000000000001,-4.70000000000001,-4.60000000000001,-4.50000000000001;-7.794368,-7.70776,-7.621151,-7.534543,-7.447935,-7.361326,-7.274718,-7.188109,-7.101501,-7.014893,-6.928285,-6.841676,-6.755068,-6.668459,-6.581851,-6.495243,-6.408634,-6.322026,-6.235418,-6.148809,-6.062201,-5.975593,-5.888984,-5.802376,-5.715768,-5.629159,-5.542551,-5.455943,-5.369335,-5.282726,-5.196118,-5.109509,-5.022901,-4.936293,-4.849685,-4.763076,-4.676468,-4.58986,-4.503252,-4.416643,-4.330035,-4.243427,-4.156818,-4.07021,-3.983602,-3.896994
