Freq.	V(vin)/I(R3)
6.30957344480190e+006	(1.01900607662875e+002dB,1.79987167577517e+002°)
6.45654229034652e+006	(1.01900888673336e+002dB,1.79988022111240e+002°)
6.60693448007592e+006	(1.01901158210630e+002dB,1.79988819911548e+002°)
6.76082975391978e+006	(1.01901416683797e+002dB,1.79989564721645e+002°)
6.91830970918932e+006	(1.01901664493397e+002dB,1.79990260041123e+002°)
7.07945784384134e+006	(1.01901902030954e+002dB,1.79990909141330e+002°)
7.24435960074986e+006	(1.01902129678528e+002dB,1.79991515079828e+002°)
7.41310241300913e+006	(1.01902347808375e+002dB,1.79992080714016e+002°)
7.58577575029179e+006	(1.01902556782701e+002dB,1.79992608713918e+002°)
7.76247116628687e+006	(1.01902756953489e+002dB,1.79993101574219e+002°)
7.94328234724277e+006	(1.01902948662391e+002dB,1.79993561625546e+002°)
8.12830516164094e+006	(1.01903132240684e+002dB,1.79993991045077e+002°)
8.31763771102666e+006	(1.01903308009272e+002dB,1.79994391866473e+002°)
8.51138038202371e+006	(1.01903476278732e+002dB,1.79994765989204e+002°)
8.70963589956075e+006	(1.01903637349398e+002dB,1.79995115187282e+002°)
8.91250938133740e+006	(1.01903791511476e+002dB,1.79995441117451e+002°)
9.12010839355904e+006	(1.01903939045188e+002dB,1.79995745326846e+002°)
9.33254300796985e+006	(1.01904080220940e+002dB,1.79996029260173e+002°)
9.54992586021430e+006	(1.01904215299500e+002dB,1.79996294266428e+002°)
9.77237220955804e+006	(1.01904344532207e+002dB,1.79996541605183e+002°)
1.00000000000000e+007	(1.01904468161179e+002dB,1.79996772452465e+002°)
